Chocowinity, North Carolina, USA;United States;North Carolina;Chocowinity
Cumberland Gap, TN United States;United States;Tennessee;Cumberland Gap
Green, Ohio;United States;Ohio;Green
The Abyss;United States;Arizona;Grand Canyon Village
amsterdam, netherlands;Netherlands;North Holland;Amsterdam
Socorro, New Mexico USA;United States;New Mexico;Socorro
Dubuque, IA United States;United States;Iowa;Dubuque
Northern Great Plains;Hungary; ; 
Plainsboro, N.J. USA;United States;New Jersey;Plainsboro Township
Madrid, Spain;Spain;Community of Madrid;Madrid
Kalispell, MT USA;United States;Montana;Kalispell
Arvada;United States;Colorado;Arvada
Carmel, CA United States;United States;California;Carmel-by-the-Sea
Pour Le Monde;France;Midi-Pyrenees;Toulouse
at home; ; ; 
central, ohio United States;United States;Ohio;Cleveland
Berwick, pa.;United States;Pennsylvania;Berwick
bronx, N.Y.C. N.Y. USA;United States;New York; 
Nampa, ID United States;United States;Idaho;Nampa
MIAMI FLA;United States;Florida;Miami
Stow, Ohio USA;United States;Ohio;Stow
N. Wilkesboro, NC USA;United States;North Carolina;North Wilkesboro
Sparks, Nv USA;United States;Nevada;Sparks
Uk;United Kingdom; ; 
Green Valley, AZ USA;United States;Arizona;Green Valley
North Las Vegas, NV;United States;Nevada;North Las Vegas
Baltimore Maryland;United States;Maryland;Baltimore
Reading, PA USA;United States;Pennsylvania;Reading
Frisco, TX USA;United States;Texas;Frisco
Hollywood, CA;United States;California;Los Angeles
The Beautiful Bluegrass State;United States;Kentucky;Columbia
Amstelveen, The Netherlands;Netherlands;Noord-Holland;Amstelveen
Richmond, IN United States;United States;Indiana;Richmond
London, England.;United Kingdom;England;London
the Netherlands;Netherlands; ; 
Nijkerk, GLD Netherlands;Netherlands;Gelderland;Nijkerk
Gondor, IN;Ethiopia;Oromia; 
Chesterfield, MO USA;United States;Missouri;Chesterfield
smalltown, USA;United States;Massachusetts;Falmouth
Williamstown, NJ;United States;New Jersey;Monroe Township
ALEXANDRIA, VA USA;United States;Virginia;Alexandria
Retired  in Sherman, TX United States;United States;Texas;Sherman
Oceanside, OR;United States;Oregon;Oceanside
Information Science in Florida, Il, MI;United States;Florida; 
Murfreesboro, Tennessee USA;United States;Tennessee;Murfreesboro
LAKE BLUFF, IL;United States;Illinois;Lake Bluff
Dallas Tx;United States;Texas;Dallas
Simi Valley, CA United States;United States;California;Simi Valley
Great Britain;United Kingdom; ; 
St Thomas,Ontario,Canada;Canada;Ontario;Saint Thomas
Franklin, PA;United States;Pennsylvania;Franklin
Retired in Lombard, IL USA;United States;Illinois;Lombard
South Shore, MA;United States;Massachusetts;Pittsfield
Webster, TX United States;United States;Texas;Webster
Main Street, CA United States;United States;California; 
Central Coast, CA;Canada;British Columbia; 
Corvallis, WA;United States;Oregon;Corvallis
Bismarck, North Dakota USA;United States;North Dakota;Bismarck
U.K.;Netherlands;Utrecht; 
barueri, sp Brazil;Brazil;Sao Paulo;Barueri
Kansas City, United States;United States;Missouri;Kansas City
Murrieta, CA USA;United States;California;Murrieta
Massachusetts United States;United States;Massachusetts; 
Wuhan, Hubei Province, China;China;Hubei;Wuhan
Williamsville, NY USA;United States;New York;Williamsville
Orange County, CA;United States;California; 
CANADA;Canada; ; 
Canada, eh?;United States;Michigan;Ann Arbor
Renton, WA United States;United States;Washington;Renton
Chapel Hill, NC USA;United States;North Carolina;Chapel Hill
Portland, Oregon;United States;Oregon;Portland
ALABAMA USA;United States;Alabama; 
Wandering, USA;United States;North Carolina;Hickory
Pennsville, New Jersey;United States;New Jersey;Pennsville Township
Greenville, SC USA;United States;South Carolina;Greenville
Pasadena, Calif. USA;United States;California;Pasadena
Indianapolis, IN United States;United States;Indiana;Indianapolis
BYNUM, NC USA;United States;North Carolina;Bynum
Motown, MI;United States;Michigan;Detroit
Bartlett, IL;United States;Illinois;Bartlett
Seattle Eastside;United States;Washington;Kirkland
Lafayette, Colorado United States;United States;Colorado;Lafayette
North West Hemispheres;United States;Idaho;Kuna
the Ocean Deeps;United Kingdom; ;Maldon
Plymouth, MI United States;United States;Michigan;Plymouth
Rockville, MD;United States;Maryland;Rockville
Savannah, Georgia United States;United States;Georgia;Savannah
Melbourne, vic Australia;Australia;Victoria;Melbourne
Rochester Hills, MI United States;United States;Michigan;Rochester Hills
Bristolville, Ohio United States;United States;Ohio;Bristolville
Monticello, Ky;United States;Kentucky;Monticello
Rancho Cucamonga, CA USA;United States;California;Rancho Cucamonga
Millbrae;United States;California;Millbrae
mt.pleasant, south carolina United States;United States;South Carolina;Mount Pleasant
Edmond, OK USA;United States;Oklahoma;Edmond
The Queen City, USA;United States;North Carolina;Charlotte
South Central PA, USA;United States;Pennsylvania;Jamison City
MA USA;United States;Massachusetts; 
Arnold, MO USA;United States;Missouri;Arnold
Ames, IA United States;United States;Iowa;Ames
Baytown, Texas USA;United States;Texas;Baytown
Computer consultant / photographer in Saint Louis, Missouri USA;United States;Missouri;Saint Louis
NORMAN, OK USA;United States;Oklahoma;Norman
new england;United States; ; 
USA/INDIA;United States;California;Indio
LA , Ca;United States;California;Los Angeles
MERIDEN CONNECTICUT;United States;Connecticut;Meriden
Tucson, Arizona USA;United States;Arizona;Tucson
nc;United States;North Carolina; 
Vermont;United States;Vermont; 
St.Louis, MO USA;United States;Missouri;Saint Louis
Near Chicago;United States;Illinois;Chicago
Mass.;United States;Massachusetts; 
Westbury, New York United States;United States;New York;Westbury
NE Philly, PA;United States;Pennsylvania;Philadelphia
Bridgewater, Nova Scotia;Canada;Nova Scotia;Bridgewater
stamford, ct USA;United States;Connecticut;Stamford
MARYLAND;United States;Maryland; 
Downingtown, PA;United States;Pennsylvania;Downingtown
Washington, D.C. area;Philippines;Calabarzon;Dasmariñas
Maryville, MO United States;United States;Missouri;Maryville
Seattle/Indiana/Florida;United States;Florida;Pensacola
Indian Fortress, NY;United States;New York;Trumansburg
Northern Calif.;United States;California;Mill Valley
Cape Town, South Africa;South Africa;Western Cape;Cape Town
Washington DC, United States;United States;District of Columbia;Washington
northern,new jersey;United States;Indiana;Indianapolis
Calgary, AB, CANADA;Canada;Alberta;Calgary
metro New York City;United States;New York;New York
Boston, Ma;United States;Massachusetts;Boston
North Carolina USA;United States;North Carolina; 
San Leandro, CA. United States;United States;California;San Leandro
Waukegan, IL United States;United States;Illinois;Waukegan
Twin Cities, Minnesota, USA;United States;Minnesota; 
Cape Cod, Massachusetts, United States;United States;Massachusetts; 
Florida,  USA;United States;Florida; 
Hoover, AL USA;United States;Alabama;Hoover
REHOVOT Israel;Israel;Center District;Rehovot
King County, Washington:;United States;Washington; 
west  chester, Pa;United States;Pennsylvania;West Chester
Santa Barbara, CA United States;United States;California;Santa Barbara
Missoula, MT USA;United States;Montana;Missoula
Weston FL;United States;Florida;Weston
Westhampton Beach, NY USA;United States;New York;Westhampton Beach
Bolton, MA USA;United States;Massachusetts;Bolton
PHOENIX, Arizona United States;United States;Arizona;Phoenix
Chichen Itza, Mexico;Mexico;Yucatan;Chichen Itza
Middleton, WI United States;United States;Wisconsin;Middleton
Greenleaf, ID United States;United States;Idaho;Greenleaf
Fort Worth, TX United States;United States;Texas;Fort Worth
HA HA land;Israel;Center District;Modi'in-Maccabim-Re'ut
Orange County;United States;California; 
rumford, ri United States;United States;Rhode Island;East Providence
Sacramento, CA USA;United States;California;Sacramento
San Diego, Ca.;United States;California;San Diego
Hellmont, MA USA;United States;Massachusetts;Springfield
Nampa, ID;United States;Idaho;Nampa
Dalton, GA;United States;Georgia;Dalton
NYC, HARLEM... HOLLA!!;United States;New York;New York
Calgary, AB, Canada;Canada;Alberta;Calgary
Asan, South Korea;South Korea;Chungcheongnam-do;Asan-si
St James, Western Australia;Australia;Western Australia;Saint James
San Antonio,, TX USA;United States;Texas;San Antonio
Tampa, FL;United States;Florida;Tampa
Suburbia, Maryland USA;United States;Maryland;Glen Burnie
germany;Germany;Maryland;Glen Burnie
Hollywood, CA USA;United States;California;Los Angeles
Austin;United States;Texas;Austin
Arlington, MA USA;United States;Massachusetts;Arlington
Germany;Germany; ; 
Torrington, Wyoming,  United States;United States;Wyoming;Torrington
Center Sandwich, NH;United States;New Hampshire;Sandwich
Spring, Texas United States;United States;Texas;Spring
Boston, MA   USA;United States;Massachusetts;Boston
Valhalla Project, Yelville, AR United States;United States;Arkansas; 
Houston, Texas USA;United States;Texas;Houston
SOUTHAMPTON, Hampshire United Kingdom;United Kingdom;England;Southampton
pittsburgh pa usa;United States;Pennsylvania;Pittsburgh
Cortlandt Manor, NY USA;United States;New York;Cortlandt Manor
Hattiesburg, MS USA;United States;Mississippi;Hattiesburg
Fords, New Jersey United States;United States;New Jersey;Woodbridge Township
Anchorage, AK, US;United States;Alaska;Anchorage
Reykjavik Iceland.;Iceland;Capital Region;Reykjavik
Longmont, CO United States;United States;Colorado;Longmont
Allen Park, Michigan;United States;Michigan;Allen Park
Rio de Janeiro, RJ, Brazil;Brazil;Rio de Janeiro;Rio de Janeiro
Tacoma, WA USA;United States;Washington;Tacoma
Rio Rancho, NM USA;United States;New Mexico;Rio Rancho
East Brunswick, NJ USA;United States;New Jersey;East Brunswick
Columbia, MO United States;United States;Missouri;Columbia
benicia, ca United States;United States;California;Benicia
Franklin, NC USA;United States;North Carolina;Franklin
St. Cloud, MN;United States;Minnesota;Saint Cloud
San Diego, ca United States;United States;California;San Diego
Reno;United States;Nevada;Reno
Upland, California;United States;California;Upland
Spain;Spain; ; 
Coralville, Iowa United States;United States;Iowa;Coralville
Steubenville, Ohio United States;United States;Ohio;Steubenville
New Brunswick,, NJ USA;United States;New Jersey;New Brunswick
Logan, IA USA;United States;Iowa;Logan
Salt Lake City, UT United States;United States;Utah;Salt Lake City
Prairie Village, Kansas United States;United States;Kansas;Prairie Village
59500 DOUAI France;France;Nord-Pas-de-Calais;Douai
Northville, MI United States;United States;Michigan;Northville
GREECE;Greece; ; 
Savannah, GA;United States;Georgia;Savannah
FLORENCE, KY, United States;United States;Kentucky;Florence
Pleasanton, CA United States;United States;California;Pleasanton
Baton Rouge, Louisiana United States;United States;Louisiana;Baton Rouge
Sacramento, California, USA;United States;California;Sacramento
Dallas, Texas;United States;Texas;Dallas
McKinney, TX United States;United States;Texas;McKinney
An American city;United States;Texas;Plano
Greenwich Village;United States;New York;New York
Middletown,Ohio;United States;Ohio;Middletown
Marietta, GA USA;United States;Georgia;Marietta
Bucharest, Romania;Romania;Bucharest;Bucharest
Long Pond, PA;United States;Pennsylvania;Long Pond
Sunny California USA;United States;California;Rancho Mirage
Product Designer/Program Manager in Greenwood, SC;United States;South Carolina;Greenwood
New Orleans, LA United States;United States;Louisiana;New Orleans
Fort Hood, TX;United States;Texas;Fort Hood
Schweiz;Switzerland; ; 
Knox, TN;United States;Tennessee; 
LIMA, OHIO United States;United States;Ohio;Lima
Colorado Springs, CO USA;United States;Colorado;Colorado Springs
Bali, Indonesia;Indonesia;Bali; 
Staffordshire(England);United Kingdom;England; 
Retired in East Coast U.S.A.;Canada;Newfoundland and Labrador;Conception Bay South
Pittsburgh PA, United States;United States;Pennsylvania;Pittsburgh
Melbourne, Florida;United States;Florida;Melbourne
Zurich, Switzerland;Switzerland;Zurich;Zürich
Washington DC Metro Area, US;United States; ; 
Kearney, MO USA;United States;Missouri;Kearney
Westchester County, NY, United States;United States;New York; 
Oak Lawn, IL USA;United States;Illinois;Oak Lawn
Acworth, Ga United States;United States;Georgia;Acworth
Las Cruces, NM USA;United States;New Mexico;Las Cruces
Brisbane, Australia;Australia;Queensland;Brisbane
Fort Collins, CO USA;United States;Colorado;Fort Collins
Rio de Janeiro, RJ Brazil;Brazil;Rio de Janeiro;Rio de Janeiro
Southwest United States;United States; ; 
Okemos, MI United States;United States;Michigan;Meridian charter Township
Elkhart, IN USA;United States;Indiana;Elkhart
Hazlet, New Jersey USA;United States;New Jersey;Hazlet
Keyport, NJ United States;United States;New Jersey;Keyport
MADERA,CALIFORNIA;United States;California;Madera
COLUMBIA, SC United States;United States;South Carolina;Columbia
The USA;United States; ; 
Augusta, MA;Germany;Baden-Württemberg;Mannheim
Covington, WA USA;United States;Georgia;Covington
Irvine, California, USA;United States;California;Irvine
Atlanta, Georgia United States;United States;Georgia;Atlanta
Alexandria, Egypt;Egypt;Alexandria Governorate;Alexandria
South Bend, Indiana;United States;Indiana;South Bend
City of New York;United States;New York;New York
England, Great Britain;United Kingdom;England; 
Robbinsville, NJ USA;United States;New Jersey;Robbinsville
Los Angeles County, CA;United States;California; 
Tampa Bay Area, Florida;United States;Florida;Tampa
new york;United States;New York;New York
Cleveland OH;United States;Ohio;Cleveland
Belfast, Northern Ireland;United Kingdom;Northern Ireland;Belfast
Finland, EU;Netherlands;Zuid-Holland;Rotterdam
Lincoln, NE USA;United States;Nebraska;Lincoln
Haifa, Israel;Israel;Nebraska;Haifa
Newbury, MA USA;United States;Massachusetts;Newbury
Suburbia Atlanta, GA;United States;Georgia;Atlanta
Albany, OR United States;United States;Oregon;Albany
DE United States;United States;Delaware; 
Bozeman, MT USA;United States;Montana;Bozeman
canton, michigan;United States;Michigan;Canton
Scottsdale, Az United States;United States;Arizona;Scottsdale
Appleton, WI;United States;Wisconsin;Appleton
Spicewood, TX United States;United States;Texas;Spicewood
washington, usa;United States;District of Columbia;Washington
Los Angeles, California;United States;California;Los Angeles
Ithaca, NY., USA.;United States;New York;Ithaca
CAnada;Canada; ; 
Toronto, Ontario    Canada;Canada;Ontario;Toronto
COlumbus Ohio;United States;Ohio;Columbus
Des moines, IA;United States;Iowa;Des Moines
Lakeland, FL;United States;Florida;Lakeland
Normandie, France;France; ; 
Glen Burnie,MD;United States;Maryland;Glen Burnie
Florence, AL;United States;Alabama;Florence
Shreveport LA;United States;Louisiana;Shreveport
Escondido, CA;United States;California;Escondido
Waldorf,MD USA;United States;Maryland;Waldorf
Waldorf, MD  USA;United States;Maryland;Waldorf
Waldorf, MD USA;United States;Maryland;Waldorf
Bancroft, Ontario Canada;Canada;Ontario;Bancroft
Tallahassee, Florida United States;United States;Florida;Tallahassee
Rolling Meadows, IL United States;United States;Illinois;Rolling Meadows
Rio de Janeiro, Brazil;Brazil;Rio de Janeiro;Rio de Janeiro
Albion, MI USA;United States;Michigan;Albion
New Hartford, NY United States;United States;New York;New Hartford
Whitewood, SD United States;United States;South Dakota;Whitewood
Spearfish, South Dakota;United States;South Dakota;Spearfish
Monroe, WA United States;United States;Washington;Monroe
Portland, Or United States;United States;Oregon;Portland
Bakersfield, Ca United States;United States;California;Bakersfield
Lakeside, Ca. United States;United States;California;Lakeside
Blackpool England;United Kingdom;England;Blackpool
Rowland Heights, CA United States;United States;California;Rowland Heights
Sylacauga, AL United States;United States;Alabama;Sylacauga
Bloomfield Hills, MI USA;United States;Michigan;Bloomfield Hills
Baltimore MD;United States;Maryland;Baltimore
N.J. United States;United States;New Jersey; 
NC, United States;United States;North Carolina; 
CO, USA;United States;Colorado; 
Naknek, AK USA;United States;Alaska;Naknek
Winchester, KY United States;United States;Kentucky;Winchester
Tarpon Springs, FL United States;United States;Florida;Tarpon Springs
midlothian, va United States;United States;Virginia;Midlothian
Brazil;Brazil; ; 
Sweden;Sweden; ; 
Brewer, ME USA;United States;Maine;Brewer
East Bend, NC United States;United States;North Carolina;East Bend
Viola, DE USA;United States;Delaware;Viola
Chester;United Kingdom;England;Chester
Fort Lauderdale, FL USA;United States;Florida;Fort Lauderdale
Oak Harbor, WA;United States;Washington;Oak Harbor
Astoria, NY USA;United States;New York;New York
writer in Santa Monica, CA;United States;California;Santa Monica
Delmar, New York United States;United States;New York;Delmar
Davis, CA United States;United States;California;Davis
Kerzenheim, Germany;Germany;Rhineland-Palatinate;Kerzenheim
BETHESDA, MARYLAND United States;United States;Maryland;Bethesda
OHIO USA;United States;Ohio; 
Austin, Texas, U.S.A.;United States;Texas;Austin
Akron, OH USA;United States;Ohio;Akron
Solihull, West Midlands, England.;United Kingdom;England;Solihull
NJ,USA;United States;New Jersey; 
lexington, KY United States;United States;Kentucky;Lexington
Cherry Point, NC;United States;North Carolina;Marine Corps Air Station Cherry Point
LARAMIE PEAK;United States;Wyoming; 
Denver, Colorado United States;United States;Colorado;Denver
Ottawa;Canada;Ontario;Ottawa
Lawton, OK USA;United States;Oklahoma;Lawton
Santa Monica, California;United States;California;Santa Monica
Lincoln, Nebraska United States;United States;Nebraska;Lincoln
Gaithersburg,MD United States;United States;Maryland;Gaithersburg
Mt Juliet, TN United States;United States;Tennessee;Mount Juliet
Fort Mill, SC United States;United States;South Carolina;Fort Mill
Houston TX;United States;Texas;Houston
New Haven, CT USA;United States;Connecticut;New Haven
Austin, TX, United States;United States;Texas;Austin
Wichita, KS USA;United States;Kansas;Wichita
Louisiana, United States;United States;Louisiana; 
Chicago, IL, United States;United States;Illinois;Chicago
Fairhaven, Ma. United States;United States;Massachusetts;Fairhaven
Rolla, MO, United States;United States;Missouri;Rolla
san francisco, ca United States;United States;California;San Francisco
Ada, OK USA;United States;Oklahoma;Ada
Silver Spring, Maryland USA;United States;Maryland;Silver Spring
Magnet, IN USA;United States;Indiana;Magnet
wyoming;United States;Wyoming; 
Hospital worker in United States;United States;Indiana;Terre Haute
Tennessee United States;United States;Tennessee; 
DFW TX;United States;Texas;Grapevine
Murder City;United States;Texas;Fort Worth
Ogden, UT USA;United States;Utah;Ogden
Storrs, CT United States;United States;Connecticut;Mansfield
Philadelphia PA USA;United States;Pennsylvania;Philadelphia
Beckley, WV;United States;West Virginia;Beckley
sydney, nsw Australia;Australia;New South Wales;Sydney
Jax, FL;United States;Florida;Jacksonville
V.N.Gaia Portugal;Portugal;Florida;Gaia
Okinawa Japan;Japan;Okinawa Prefecture; 
Georgia USA;United States;Georgia; 
Rock Island, IL USA;United States;Illinois;Rock Island
Sydney, New South Wales Australia;Australia;New South Wales;Sydney
Baton Rouge, LA USA;United States;Louisiana;Baton Rouge
Kenosha, WI USA;United States;Wisconsin;Kenosha
Lafayette, CO United States;United States;Colorado;Lafayette
Salem,, VA USA;United States;Virginia;Salem
Stuarts Draft, VA United States;United States;Virginia;Stuarts Draft
Sr. Business Analyst in Bryant, AR United States;United States;Arkansas;Bryant
New England, US;United States; ; 
Pullman, WA USA;United States;Washington;Pullman
NC, USA;United States;North Carolina; 
Yorktown Heights, NY USA;United States;New York;Yorktown Heights
Federated States of Micronesia;Federated States of Micronesia; ; 
Pittsburg, KS United States;United States;Kansas;Pittsburg
Totowa, NJ;United States;New Jersey;Totowa
los angeles, california United States;United States;California;Los Angeles
San, Diego, CA;United States;California;San Diego
Menlo Park, CA;United States;California;Menlo Park
Phoenix, Az, USA;United States;Arizona;Phoenix
Indianola, WA United States;United States;Washington;Indianola
Fresno, CA;United States;California;Fresno
Sacramento, California;United States;California;Sacramento
Edmonds, WA;United States;Washington;Edmonds
Baghdad, Iraq;Iraq;BaghdĿd;Baghdad
Moline, IL;United States;Illinois;Moline
Norristown, PA;United States;Pennsylvania;Norristown
Southern New Hampshire;United States;New Hampshire;Hooksett
VA;United States;Virginia; 
Gilbert, AZ United States;United States;Arizona;Gilbert
Winston-Salem, NC;United States;North Carolina;Winston-Salem
Tulsa, OK United States;United States;Oklahoma;Tulsa
watertown, ma United States;United States;Massachusetts;Watertown
Houston, Tx;United States;Texas;Houston
Xi'an China;China;Shaanxi;Xi'an
Palatine, IL United States;United States;Illinois;Palatine
Annandale, VA, USA;United States;Virginia;Annandale
Arvada, CO United States;United States;Colorado;Arvada
USA, Baltimore, MD;United States;Maryland;Baltimore
InYourHead;United States;New York;Tuckahoe
Santa Clara, CA USA;United States;California;Santa Clara
NYC  US;United States;New York;New York
The Woodlands, TX United States;United States;Texas;The Woodlands
Wakefield, MA USA;United States;Massachusetts;Wakefield
ORANGE,VA;United States;Virginia;Orange
Leicester, UK;United Kingdom;England;Leicester
Baton Rouge, LA United States;United States;Louisiana;Baton Rouge
St. Augustine, FL USA;United States;Florida;Saint Augustine
Chicago, Illinois, United States;United States;Illinois;Chicago
Midland, Texas United States;United States;Texas;Midland
Portland, OR  USA;United States;Oregon;Portland
Anonymous;Brazil;Minas Gerais;Unai
Illustrator | Industrial Designer | Photographer |  in Sydney, Australia.;Australia;New South Wales;Sydney
La Mirada, CA USA;United States;California;La Mirada
Sunrise, Florida United States;United States;Florida;Sunrise
Lawrenceville, GA USA;United States;Georgia;Lawrenceville
Columbia, MD USA;United States;Maryland;Columbia
Felton, CA United States;United States;California;Felton
Hobart, Tasmania;Australia;Tasmania;Hobart
Pflugerville, TX United States;United States;Texas;Pflugerville
sherman oaks, ca United States;United States;California;Los Angeles
Nebraska, United States;United States;Nebraska; 
Greensboro, NC United States;United States;North Carolina;Greensboro
WA USA;United States;Washington; 
College Park, MD United States;United States;Maryland;College Park
Peabody, MA USA;United States;Massachusetts;Peabody
Dubuque, IA USA;United States;Iowa;Dubuque
Northeast USA;United States;Nebraska; 
moon township, pa United States;United States;Pennsylvania;Moon
NH;United States;New Hampshire; 
South Shore, MA USA;United States;Massachusetts;Pittsfield
Manila, Metro Manila Philippines;Philippines;Metro Manila;Manila
Greenacres, FL United States;United States;Florida;Greenacres
Edinboro University, Edinboro PA;United States;Pennsylvania;Edinboro
Waynesburg College;United States;Pennsylvania;Waynesburg
Minneapolis;United States;Minnesota;Minneapolis
Broad Brook, CT USA;United States;Connecticut;East Windsor
Jersey City, NJ United States;United States;New Jersey;Jersey City
Menominee, Mi.;United States;Michigan;Menominee
Akron, Ohio;United States;Ohio;Akron
Tampa FL;United States;Florida;Tampa
Orland California;United States;California;Orland
Technical Documentation Analyst in Lawrence, KS USA;United States;Kansas;Lawrence
istanbul;Turkey;İstanbul;Istanbul
Nunavut;Canada;Nunavut; 
Cleveland, Ohio United States;United States;Ohio;Cleveland
Singapore Singapore;Singapore;Ohio;Singapore
Wexford, Ireland;Ireland;Wexford;Wexford
glendora, ca. United States;United States;California;Glendora
Morristown, NJ;United States;New Jersey;Morristown
Århus Denmark;Denmark;Central Denmark Region;Aarhus
Casper, WY USA;United States;Wyoming;Casper
Hoboken, NJ;United States;New Jersey;Hoboken
Virgin Islands USA;U.S. Virgin Islands;St. John; 
Northwest;United States;Florida;Jacksonville
Dyer, TN United States;United States;Tennessee;Dyer
Mansfield, MA;United States;Massachusetts;Mansfield
West Orange, NJ USA;United States;New Jersey;West Orange
Springfield, Virginia United States;United States;Virginia;Springfield
Vancouver, Canada;Canada;British Columbia;Vancouver
Fort Bragg, NC;United States;North Carolina;Fort Bragg
Greenwood, AR United States;United States;Arkansas;Greenwood
Milpitas, CA;United States;California;Milpitas
Caldwell, NJ;United States;New Jersey;Caldwell
toronto, canada;Canada;Ontario;Toronto
Surabaya, Indonesia;Indonesia;East Java;Surabaya
Athen;Greece;Attica;Athens
Astoria, OR United States;United States;Oregon;Astoria
Yarmouth, Me USA;United States;Maine;Yarmouth
Hazlet, NJ United States;United States;New Jersey;Hazlet
West TN USA;United States;Tennessee;West
Marion Hts, Pa United States;United States;Pennsylvania;Marion Heights
Portland OR United States;United States;Oregon;Portland
HONG KONG, HONG KONG Hong Kong;Hong Kong;Hong Kong Island; 
Pawnee City, NE USA;United States;Nebraska;Pawnee City
S California;United States;California; 
Brazil, Indiana United States;United States;Indiana;Brazil
Obscurity;United States;Virginia;Powhatan
Harrisonburg, VA;United States;Virginia;Harrisonburg
Denver, Colorado;United States;Colorado;Denver
Pocono Mts of PA;United States;Pennsylvania; 
norwood, ma;United States;Massachusetts;Norwood
Alberta;Canada;Alberta; 
Italy;Italy; ; 
Cincy;Spain;Aragon; 
Spring Valley, NY USA;United States;New York;Spring Valley
Phoenix, Arizona  USA;United States;Arizona;Phoenix
Annapolis, Maryland  USA;United States;Maryland;Annapolis
Minnehopeless, MN;United States;Minnesota;Minneapolis
Constantly Moving;Spain;Granada;La Zubia
Ellon, Aberdeenshire United Kingdom;United Kingdom;Scotland;Ellon
New Delhi;India;Delhi;New Delhi
Woodstock, GA United States;United States;Georgia;Woodstock
Redmond, WA, USA;United States;Washington;Redmond
St. Andreu de Llavaneres, Barcelona Spain;Spain;Catalunya;Sant Andreu de Llavaneres
Minnetonka, MN USA;United States;Minnesota;Minnetonka
Bakersfield, CA USA;United States;California;Bakersfield
Petaluma, CA USA;United States;California;Petaluma
Quy Nhon;United States;Virginia;Virginia Beach
IN United States;United States;Indiana; 
West Bloomfield, Michigan;United States;Michigan;West Bloomfield Township
Hollywood, USA;United States;Florida;Hollywood
chennai,  india;India;Tamil Nadu;Chennai
Fairfax, CA United States;United States;California;Fairfax
ST-HUBERT,QUeBEC;Canada;Quebec;Longueuil
Memphis, TN United States;United States;Tennessee;Memphis
Bells, TN United States;United States;Tennessee;Bells
The Overthere;United States;Nevada;North Las Vegas
The happy land of Walworth, NY;United States;New York;Walworth
Mid-Wales;United Kingdom; ;Welshpool
Shinto Shrine;Japan;Tochigi Prefecture;Utsunomiya
Somewhere;Ireland;Monaghan;Carrickmacross
Palatine, IL USA;United States;Illinois;Palatine
Shinagawa-ku, Tokyo Japan;Japan;Tokyo;Shinagawa
Peoria, Illinois;United States;Illinois;Peoria
USA/Spain;United States;Georgia;Spain
New York State, USA;United States;New York; 
Tempe, AZ USA;United States;Arizona;Tempe
richmond va;United States;Virginia;Richmond
Applesauce, MO;United States;Missouri; 
Burlington, VT United States;United States;Vermont;Burlington
Web editor in Ferndale, MI USA;United States;Michigan;Ferndale
Westampton, NJ;United States;New Jersey;Westampton
Hasbrouck Heights, NJ USA;United States;New Jersey;Hasbrouck Heights
Licensed Massage Therapist in New York;United States;New York;New York
Duluth, GA, United States;United States;Georgia;Duluth
The Hague, Netherlands;Netherlands;South Holland;The Hague
Galesburg, IL United States;United States;Illinois;Galesburg
atlanta, ga United States;United States;Georgia;Atlanta
Skokie, Il United States;United States;Illinois;Skokie
Bryan;United States;Texas;Bryan
Tuscumbia, AL United States;United States;Alabama;Tuscumbia
Jersey Shore, NJ USA;United States;New Jersey;Hamilton Township
Ames, IA;United States;Iowa;Ames
Jasper, Alabama United States;United States;Alabama;Jasper
Western NC;United States;North Carolina;Raleigh
Oshkosh, WI USA;United States;Wisconsin;Oshkosh
branchville, NJ United States;United States;New Jersey;Branchville
Orange County, CA United States;United States;California; 
Northern, CA;Canada;Newfoundland and Labrador;Deer Lake
Larchmont, NY;United States;New York;Larchmont
Bowling Green, OH USA;United States;Ohio;Bowling Green
Delft, The Netherlands;Netherlands;Zuid-Holland;Delft
San Jose Area, CA USA;United States;California;San Jose
Bronx, NY United States;United States;New York; 
Savoy, IL;United States;Illinois;Savoy
north rustico, pei, canada;Canada;Prince Edward Island;North Rustico
Winnsboro, Louisiana;United States;Louisiana;Winnsboro
CHARLESTON, SC USA;United States;South Carolina;Charleston
Santa Rosa, CA United States;United States;California;Santa Rosa
Kampen, The Netherlands;Netherlands;Overijssel;Kampen
Des Moines, IA United States;United States;Iowa;Des Moines
Buffalo, New York;United States;New York;Buffalo
siena, toscana Italy;Italy;Tuscany;Siena
McHenry, IL;United States;Illinois;McHenry
Boston MASS;United States;Massachusetts;Boston
MI, USA;United States;Michigan; 
Meriden Connecticut;United States;Connecticut;Meriden
Highland, IN United States;United States;Indiana;Highland
pacific palisades, ca;United States;California;Los Angeles
Chief Resident, Orthopaedic Surgery in Detroit, MI USA;United States;Michigan;Detroit
Woodbridge, VA United States;United States;Virginia;Woodbridge
Reading, UK;United Kingdom;England;Reading
Kitee, Finland;Finland;England;Kitee
TAYLOR, MICHIGAN United States;United States;Michigan;Taylor
CAMBRIDGE, MA USA;United States;Massachusetts;Cambridge
right here.;India;Kerala; 
Syosset, NY United States;United States;New York;Syosset
Springfield, VT USA;United States;Vermont;Springfield
Muscat- Oman;Oman;Muscat Governorate;Muscat
LA, California;United States;California;Los Angeles
Fairfield, CT USA;United States;Connecticut;Fairfield
